name,brand,size_label,weight_g,price,price_per_oz,report_category,is_bundle
MED - Legacy Grown - Gelato Cake / Yellow Tier Premium Buds,,1 g,1.0,3.0,84.0,Flower,False
MED - Legacy Grown - Gelato Cake / Yellow Tier Premium Buds,,1/8 oz,3.5,8.0,64.0,Flower,False
MED - Legacy Grown - Gelato Cake / Yellow Tier Premium Buds,,1/4 oz,7.0,15.0,60.0,Flower,False
MED - Legacy Grown - Gelato Cake / Yellow Tier Premium Buds,,1/2 oz,14.0,30.0,60.0,Flower,False
MED - Legacy Grown - Gelato Cake / Yellow Tier Premium Buds,,1 oz,28.0,60.0,60.0,Flower,False
MED - Legacy Grown - Gold Digger / Yellow Tier Premium Flower,,1 g,1.0,3.0,84.0,Flower,False
MED - Legacy Grown - Gold Digger / Yellow Tier Premium Flower,,57 g,57.0,101.79,50.002105263157894,Flower,False
MED - Legacy Grown - Gold Digger / Yellow Tier Premium Flower,,112 g,112.0,200.0,50.0,Flower,False
MED - Legacy Grown - Gold Digger / Yellow Tier Premium Flower,,1/8 oz,3.5,8.0,64.0,Flower,False
MED - Legacy Grown - Gold Digger / Yellow Tier Premium Flower,,1/4 oz,7.0,15.0,60.0,Flower,False
MED - Legacy Grown - Gold Digger / Yellow Tier Premium Flower,,1/2 oz,14.0,30.0,60.0,Flower,False
MED - Legacy Grown - Gold Digger / Yellow Tier Premium Flower,,1 oz,28.0,60.0,60.0,Flower,False
MED - Legacy Grown - MIA Runtz / Yellow Tier Buds,,1 g,1.0,3.0,84.0,Flower,False
MED - Legacy Grown - MIA Runtz / Yellow Tier Buds,,1/8 oz,3.5,8.0,64.0,Flower,False
MED - Legacy Grown - MIA Runtz / Yellow Tier Buds,,1/4 oz,7.0,15.0,60.0,Flower,False
MED - Legacy Grown - MIA Runtz / Yellow Tier Buds,,1/2 oz,14.0,30.0,60.0,Flower,False
MED - Legacy Grown - Mike Gary / Yellow Tier Buds,,1 g,1.0,3.0,84.0,Flower,False
MED - Legacy Grown - Mike Gary / Yellow Tier Buds,,57 g,57.0,101.79,50.002105263157894,Flower,False
MED - Legacy Grown - Mike Gary / Yellow Tier Buds,,1/8 oz,3.5,8.0,64.0,Flower,False
MED - Legacy Grown - Mike Gary / Yellow Tier Buds,,1/4 oz,7.0,15.0,60.0,Flower,False
MED - Legacy Grown - Mike Gary / Yellow Tier Buds,,1/2 oz,14.0,30.0,60.0,Flower,False
MED - Legacy Grown - Mike Gary / Yellow Tier Buds,,1 oz,28.0,60.0,60.0,Flower,False
MED - Legacy Grown - Satsuma Sherb / Yellow Tier Buds,,1 g,1.0,3.0,84.0,Flower,False
MED - Legacy Grown - Satsuma Sherb / Yellow Tier Buds,,1/8 oz,3.5,8.0,64.0,Flower,False
MED - Legacy Grown - Satsuma Sherb / Yellow Tier Buds,,1/4 oz,7.0,15.0,60.0,Flower,False
MED - Legacy Grown - Sherb Stack / Yellow Tier Premium Buds,,1 g,1.0,3.0,84.0,Flower,False
MED - Legacy Grown - Sherb Stack / Yellow Tier Premium Buds,,57 g,57.0,101.79,50.002105263157894,Flower,False
MED - Legacy Grown - Sherb Stack / Yellow Tier Premium Buds,,112 g,112.0,200.0,50.0,Flower,False
MED - Legacy Grown - Sherb Stack / Yellow Tier Premium Buds,,1/8 oz,3.5,8.0,64.0,Flower,False
MED - Legacy Grown - Sherb Stack / Yellow Tier Premium Buds,,1/4 oz,7.0,15.0,60.0,Flower,False
MED - Legacy Grown - Sherb Stack / Yellow Tier Premium Buds,,1/2 oz,14.0,30.0,60.0,Flower,False
MED - Legacy Grown - Sherb Stack / Yellow Tier Premium Buds,,1 oz,28.0,60.0,60.0,Flower,False
MED - Legacy Grown - Soap / Yellow Tier Premium Buds,,1 g,1.0,3.0,84.0,Flower,False
MED - Legacy Grown - Soap / Yellow Tier Premium Buds,,1/8 oz,3.5,8.0,64.0,Flower,False
MED - Legacy Grown - Soap / Yellow Tier Premium Buds,,1/4 oz,7.0,15.0,60.0,Flower,False
MED - Legacy Grown - Soap / Yellow Tier Premium Buds,,1/2 oz,14.0,30.0,60.0,Flower,False
MED - Legacy Grown - Soap / Yellow Tier Premium Buds,,1 oz,28.0,60.0,60.0,Flower,False
MED - Karmaceuticals - Jelly Pie / Green Tier | Buds,,1 g,1.0,4.0,112.0,Flower,False
MED - Karmaceuticals - Jelly Pie / Green Tier | Buds,,57 g,57.0,127.23,62.49894736842106,Flower,False
MED - Karmaceuticals - Jelly Pie / Green Tier | Buds,,112 g,112.0,250.0,62.5,Flower,False
MED - Karmaceuticals - Jelly Pie / Green Tier | Buds,,1/8 oz,3.5,9.0,72.0,Flower,False
MED - Karmaceuticals - Jelly Pie / Green Tier | Buds,,1/4 oz,7.0,18.0,72.0,Flower,False
MED - Karmaceuticals - Jelly Pie / Green Tier | Buds,,1/2 oz,14.0,35.0,70.0,Flower,False
MED - Karmaceuticals - Jelly Pie / Green Tier | Buds,,1 oz,28.0,70.0,70.0,Flower,False
MED - Karmaceuticals - Oreoz / Green Tier | Buds,,1 g,1.0,4.0,112.0,Flower,False
MED - Karmaceuticals - Oreoz / Green Tier | Buds,,57 g,57.0,127.23,62.49894736842106,Flower,False
MED - Karmaceuticals - Oreoz / Green Tier | Buds,,112 g,112.0,250.0,62.5,Flower,False
MED - Karmaceuticals - Oreoz / Green Tier | Buds,,1/8 oz,3.5,9.0,72.0,Flower,False
