name,brand,size_label,weight_g,price,price_per_oz,report_category,is_bundle
Swiss Watch,,1/4 oz,7.0,50.0,200.0,Flower,False
Swiss Watch,,1/2 oz,14.0,75.01,150.02,Flower,False
Swiss Watch,,1 oz,28.0,125.0,125.0,Flower,False
Tropicana Banana,,1 g,1.0,10.01,280.28,Flower,False
Tropicana Banana,,1/8 oz,3.5,30.0,240.0,Flower,False
Tropicana Banana,,1/4 oz,7.0,50.0,200.0,Flower,False
Tropicana Banana,,1/2 oz,14.0,75.01,150.02,Flower,False
Tropicana Banana,,1 oz,28.0,125.0,125.0,Flower,False
41 G's,,1 g,1.0,12.0,336.0,Flower,False
41 G's,,1/8 oz,3.5,40.0,320.0,Flower,False
41 G's,,1/4 oz,7.0,60.0,240.0,Flower,False
41 G's,,1/2 oz,14.0,90.0,180.0,Flower,False
41 G's,,1 oz,28.0,160.02,160.02,Flower,False
Apricot Scone,,1 g,1.0,12.0,336.0,Flower,False
Apricot Scone,,1/8 oz,3.5,40.0,320.0,Flower,False
Apricot Scone,,1/4 oz,7.0,60.0,240.0,Flower,False
Apricot Scone,,1/2 oz,14.0,90.0,180.0,Flower,False
Apricot Scone,,1 oz,28.0,160.02,160.02,Flower,False
Dirty Taxi,,1 g,1.0,12.0,336.0,Flower,False
Dirty Taxi,,1/8 oz,3.5,40.0,320.0,Flower,False
Dirty Taxi,,1/4 oz,7.0,60.0,240.0,Flower,False
Gelato Cake,,1 g,1.0,12.0,336.0,Flower,False
Gelato Cake,,1/8 oz,3.5,40.0,320.0,Flower,False
Gelato Cake,,1/4 oz,7.0,60.0,240.0,Flower,False
Gelato Cake,,1/2 oz,14.0,90.0,180.0,Flower,False
Gelato Cake,,1 oz,28.0,160.02,160.02,Flower,False
Lato 95,,1 g,1.0,12.0,336.0,Flower,False
Lato 95,,1/8 oz,3.5,40.0,320.0,Flower,False
Lato 95,,1/4 oz,7.0,60.0,240.0,Flower,False
Lato 95,,1/2 oz,14.0,90.0,180.0,Flower,False
Lato 95,,1 oz,28.0,160.02,160.02,Flower,False
Lemonchello,,1 g,1.0,12.0,336.0,Flower,False
Lemonchello,,1/8 oz,3.5,40.0,320.0,Flower,False
Lemonchello,,1/4 oz,7.0,60.0,240.0,Flower,False
Lemonchello,,1/2 oz,14.0,90.0,180.0,Flower,False
Lemonchello,,1 oz,28.0,160.02,160.02,Flower,False
Purple AK-47,,1 g,1.0,12.0,336.0,Flower,False
Purple AK-47,,1/8 oz,3.5,40.0,320.0,Flower,False
Purple AK-47,,1/4 oz,7.0,60.0,240.0,Flower,False
Purple AK-47,,1/2 oz,14.0,90.0,180.0,Flower,False
Purple AK-47,,1 oz,28.0,160.02,160.02,Flower,False
Quicksand,,1 g,1.0,12.0,336.0,Flower,False
Quicksand,,1/8 oz,3.5,40.0,320.0,Flower,False
Quicksand,,1/4 oz,7.0,60.0,240.0,Flower,False
Quicksand,,1/2 oz,14.0,90.0,180.0,Flower,False
Quicksand,,1 oz,28.0,160.02,160.02,Flower,False
Shazam,,1 g,1.0,12.0,336.0,Flower,False
Shazam,,1/8 oz,3.5,40.0,320.0,Flower,False
Shazam,,1/4 oz,7.0,60.0,240.0,Flower,False
Shazam,,1/2 oz,14.0,90.0,180.0,Flower,False
Shazam,,1 oz,28.0,160.02,160.02,Flower,False
Sherb Cream Pie,,1 g,1.0,12.0,336.0,Flower,False
Sherb Cream Pie,,1/8 oz,3.5,40.0,320.0,Flower,False
Sherb Cream Pie,,1/4 oz,7.0,60.0,240.0,Flower,False
Sherb Cream Pie,,1/2 oz,14.0,90.0,180.0,Flower,False
Sherb Cream Pie,,1 oz,28.0,160.02,160.02,Flower,False
Swamp Cookies,,1 g,1.0,12.0,336.0,Flower,False
Swamp Cookies,,1/8 oz,3.5,40.0,320.0,Flower,False
Swamp Cookies,,1/4 oz,7.0,60.0,240.0,Flower,False
Swamp Cookies,,1/2 oz,14.0,90.0,180.0,Flower,False
Swamp Cookies,,1 oz,28.0,160.02,160.02,Flower,False
White Widow Fighter,,1 g,1.0,12.0,336.0,Flower,False
White Widow Fighter,,1/8 oz,3.5,40.0,320.0,Flower,False
White Widow Fighter,,1/4 oz,7.0,60.0,240.0,Flower,False
White Widow Fighter,,1/2 oz,14.0,90.0,180.0,Flower,False
White Widow Fighter,,1 oz,28.0,160.02,160.02,Flower,False
