name,brand,size_label,weight_g,price,price_per_oz,report_category,is_bundle
DK Stomper by Greenfields Topshelf Bulk,,1 oz,28.0,100.31,100.31,Flower,False
Flaming Hot Cheetoz by Greenfields TopShelf Bulk,,1 g,1.0,7.02,196.56,Flower,False
Flaming Hot Cheetoz by Greenfields TopShelf Bulk,,2 g,2.0,14.04,196.56,Flower,False
Flaming Hot Cheetoz by Greenfields TopShelf Bulk,,1/8 oz,3.5,18.06,144.48,Flower,False
Flaming Hot Cheetoz by Greenfields TopShelf Bulk,,1/4 oz,7.0,30.09,120.36000000000001,Flower,False
Flaming Hot Cheetoz by Greenfields TopShelf Bulk,,1/2 oz,14.0,55.17,110.34,Flower,False
Flaming Hot Cheetoz by Greenfields TopShelf Bulk,,1 oz,28.0,100.31,100.31,Flower,False
Fortune Cookies by Cherry Topshelf Bulk,,1 g,1.0,7.02,196.56,Flower,False
Fortune Cookies by Cherry Topshelf Bulk,,2 g,2.0,14.04,196.56,Flower,False
Fortune Cookies by Cherry Topshelf Bulk,,1/8 oz,3.5,18.06,144.48,Flower,False
Fortune Cookies by Cherry Topshelf Bulk,,1/4 oz,7.0,30.09,120.36000000000001,Flower,False
Fortune Cookies by Cherry Topshelf Bulk,,1/2 oz,14.0,55.17,110.34,Flower,False
GMO Crasher by Greenfields Topshelf Bulk,,1 g,1.0,7.02,196.56,Flower,False
GMO Crasher by Greenfields Topshelf Bulk,,2 g,2.0,14.04,196.56,Flower,False
GMO Crasher by Greenfields Topshelf Bulk,,1/8 oz,3.5,18.06,144.48,Flower,False
GMO Crasher by Greenfields Topshelf Bulk,,1/4 oz,7.0,30.09,120.36000000000001,Flower,False
GMO Crasher by Greenfields Topshelf Bulk,,1/2 oz,14.0,55.17,110.34,Flower,False
GMO Crasher by Greenfields Topshelf Bulk,,1 oz,28.0,100.31,100.31,Flower,False
Jamaican Orange by Greenfields TopShelf Bulk,,1 g,1.0,7.02,196.56,Flower,False
Jamaican Orange by Greenfields TopShelf Bulk,,2 g,2.0,14.04,196.56,Flower,False
Jamaican Orange by Greenfields TopShelf Bulk,,1/8 oz,3.5,18.06,144.48,Flower,False
Jamaican Orange by Greenfields TopShelf Bulk,,1/4 oz,7.0,30.09,120.36000000000001,Flower,False
Jamaican Orange by Greenfields TopShelf Bulk,,1/2 oz,14.0,55.17,110.34,Flower,False
Jamaican Orange by Greenfields TopShelf Bulk,,1 oz,28.0,100.31,100.31,Flower,False
Jiff by Cherry TopShelf Bulk,,1 g,1.0,7.02,196.56,Flower,False
Jiff by Cherry TopShelf Bulk,,2 g,2.0,14.04,196.56,Flower,False
Jiff by Cherry TopShelf Bulk,,1/8 oz,3.5,18.06,144.48,Flower,False
Jiff by Cherry TopShelf Bulk,,1/4 oz,7.0,30.09,120.36000000000001,Flower,False
Jiff by Cherry TopShelf Bulk,,1/2 oz,14.0,55.17,110.34,Flower,False
Jiff by Cherry TopShelf Bulk,,1 oz,28.0,100.31,100.31,Flower,False
Jungle Runtz by Cherry Topshelf Bulk,,1 g,1.0,7.02,196.56,Flower,False
Jungle Runtz by Cherry Topshelf Bulk,,2 g,2.0,14.04,196.56,Flower,False
Jungle Runtz by Cherry Topshelf Bulk,,1/8 oz,3.5,18.06,144.48,Flower,False
Jungle Runtz by Cherry Topshelf Bulk,,1/4 oz,7.0,30.09,120.36000000000001,Flower,False
Jungle Runtz by Cherry Topshelf Bulk,,1/2 oz,14.0,55.17,110.34,Flower,False
Jungle Runtz by Cherry Topshelf Bulk,,1 oz,28.0,100.31,100.31,Flower,False
Lemon Freeze by Greenfields TopShelf Bulk,,1 g,1.0,7.02,196.56,Flower,False
Lemon Freeze by Greenfields TopShelf Bulk,,2 g,2.0,14.04,196.56,Flower,False
Lemon Freeze by Greenfields TopShelf Bulk,,1/8 oz,3.5,18.06,144.48,Flower,False
Lemon Freeze by Greenfields TopShelf Bulk,,1/4 oz,7.0,30.09,120.36000000000001,Flower,False
Lemon Freeze by Greenfields TopShelf Bulk,,1/2 oz,14.0,55.17,110.34,Flower,False
Lemon Freeze by Greenfields TopShelf Bulk,,1 oz,28.0,100.31,100.31,Flower,False
Lemonatti by Cherry Topshelf Bulk,,1 g,1.0,7.02,196.56,Flower,False
Lemonatti by Cherry Topshelf Bulk,,2 g,2.0,14.04,196.56,Flower,False
Lemonatti by Cherry Topshelf Bulk,,1/8 oz,3.5,18.06,144.48,Flower,False
Lemonatti by Cherry Topshelf Bulk,,1/4 oz,7.0,30.09,120.36000000000001,Flower,False
Lemonatti by Cherry Topshelf Bulk,,1/2 oz,14.0,55.17,110.34,Flower,False
Lemonatti by Cherry Topshelf Bulk,,1 oz,28.0,100.31,100.31,Flower,False
MIA Runtz by Cherry TopShelf Bulk,,1 g,1.0,7.02,196.56,Flower,False
MIA Runtz by Cherry TopShelf Bulk,,2 g,2.0,14.04,196.56,Flower,False
MIA Runtz by Cherry TopShelf Bulk,,1/8 oz,3.5,18.06,144.48,Flower,False
MIA Runtz by Cherry TopShelf Bulk,,1/4 oz,7.0,30.09,120.36000000000001,Flower,False
MIA Runtz by Cherry TopShelf Bulk,,1/2 oz,14.0,55.17,110.34,Flower,False
MIA Runtz by Cherry TopShelf Bulk,,1 oz,28.0,100.31,100.31,Flower,False
Motor Breath #15 by Greenfields TopShelf Bulk,,1 g,1.0,7.02,196.56,Flower,False
Motor Breath #15 by Greenfields TopShelf Bulk,,2 g,2.0,14.04,196.56,Flower,False
Motor Breath #15 by Greenfields TopShelf Bulk,,1/8 oz,3.5,18.06,144.48,Flower,False
Motor Breath #15 by Greenfields TopShelf Bulk,,1/4 oz,7.0,30.09,120.36000000000001,Flower,False
Motor Breath #15 by Greenfields TopShelf Bulk,,1/2 oz,14.0,55.17,110.34,Flower,False
Motor Breath #15 by Greenfields TopShelf Bulk,,1 oz,28.0,100.31,100.31,Flower,False
NezQuick by Cherry TopShelf Bulk,,1 g,1.0,7.02,196.56,Flower,False
NezQuick by Cherry TopShelf Bulk,,2 g,2.0,14.04,196.56,Flower,False
NezQuick by Cherry TopShelf Bulk,,1/8 oz,3.5,18.06,144.48,Flower,False
NezQuick by Cherry TopShelf Bulk,,1/4 oz,7.0,30.09,120.36000000000001,Flower,False
NezQuick by Cherry TopShelf Bulk,,1/2 oz,14.0,55.17,110.34,Flower,False
NezQuick by Cherry TopShelf Bulk,,1 oz,28.0,100.31,100.31,Flower,False
Oh Shit by Cherry TopShelf Bulk,,1 g,1.0,7.02,196.56,Flower,False
Oh Shit by Cherry TopShelf Bulk,,2 g,2.0,14.04,196.56,Flower,False
Oh Shit by Cherry TopShelf Bulk,,1/8 oz,3.5,18.06,144.48,Flower,False
Oh Shit by Cherry TopShelf Bulk,,1/4 oz,7.0,30.09,120.36000000000001,Flower,False
Oh Shit by Cherry TopShelf Bulk,,1/2 oz,14.0,55.17,110.34,Flower,False
Oh Shit by Cherry TopShelf Bulk,,1 oz,28.0,100.31,100.31,Flower,False
Orange Cookies Chem by Greenfields Topshelf Bulk,,1 g,1.0,7.02,196.56,Flower,False
Orange Cookies Chem by Greenfields Topshelf Bulk,,2 g,2.0,14.04,196.56,Flower,False
Orange Cookies Chem by Greenfields Topshelf Bulk,,1/8 oz,3.5,18.06,144.48,Flower,False
Orange Cookies Chem by Greenfields Topshelf Bulk,,1/4 oz,7.0,30.09,120.36000000000001,Flower,False
Peach Breath by Greenfields Topshelf Bulk,,1 g,1.0,7.02,196.56,Flower,False
Peach Breath by Greenfields Topshelf Bulk,,2 g,2.0,14.04,196.56,Flower,False
Peach Breath by Greenfields Topshelf Bulk,,1/8 oz,3.5,18.06,144.48,Flower,False
Peach Breath by Greenfields Topshelf Bulk,,1/4 oz,7.0,30.09,120.36000000000001,Flower,False
Peach Breath by Greenfields Topshelf Bulk,,1/2 oz,14.0,55.17,110.34,Flower,False
Peach Breath by Greenfields Topshelf Bulk,,1 oz,28.0,100.31,100.31,Flower,False
Peanut Butter Cherry Pie by Cherry TopShelf Bulk,,1 g,1.0,7.02,196.56,Flower,False
Peanut Butter Cherry Pie by Cherry TopShelf Bulk,,2 g,2.0,14.04,196.56,Flower,False
Peanut Butter Cherry Pie by Cherry TopShelf Bulk,,1/8 oz,3.5,18.06,144.48,Flower,False
Peanut Butter Cherry Pie by Cherry TopShelf Bulk,,1/4 oz,7.0,30.09,120.36000000000001,Flower,False
Peanut Butter Cherry Pie by Cherry TopShelf Bulk,,1/2 oz,14.0,55.17,110.34,Flower,False
Platinum Cherry Lime Gelato by Cherry Topshelf Bulk,,1 g,1.0,7.02,196.56,Flower,False
Platinum Cherry Lime Gelato by Cherry Topshelf Bulk,,2 g,2.0,14.04,196.56,Flower,False
Platinum Cherry Lime Gelato by Cherry Topshelf Bulk,,1/8 oz,3.5,18.06,144.48,Flower,False
Platinum Cherry Lime Gelato by Cherry Topshelf Bulk,,1/4 oz,7.0,30.09,120.36000000000001,Flower,False
Platinum Cherry Lime Gelato by Cherry Topshelf Bulk,,1/2 oz,14.0,55.17,110.34,Flower,False
Platinum Cherry Lime Gelato by Cherry Topshelf Bulk,,1 oz,28.0,100.31,100.31,Flower,False
Quatro Kush by Greenfields Topshelf Bulk,,1 g,1.0,7.02,196.56,Flower,False
Quatro Kush by Greenfields Topshelf Bulk,,2 g,2.0,14.04,196.56,Flower,False
Quatro Kush by Greenfields Topshelf Bulk,,1/8 oz,3.5,18.06,144.48,Flower,False
Quatro Kush by Greenfields Topshelf Bulk,,1/4 oz,7.0,30.09,120.36000000000001,Flower,False
Quatro Kush by Greenfields Topshelf Bulk,,1/2 oz,14.0,55.17,110.34,Flower,False
Quatro Kush by Greenfields Topshelf Bulk,,1 oz,28.0,100.31,100.31,Flower,False
Rainbow Sherbert #11 by Greenfields TopShelf Bulk,,1 g,1.0,7.02,196.56,Flower,False
Rainbow Sherbert #11 by Greenfields TopShelf Bulk,,2 g,2.0,14.04,196.56,Flower,False
Rainbow Sherbert #11 by Greenfields TopShelf Bulk,,1/8 oz,3.5,18.06,144.48,Flower,False
Rainbow Sherbert #11 by Greenfields TopShelf Bulk,,1/4 oz,7.0,30.09,120.36000000000001,Flower,False
Rainbow Sherbert #11 by Greenfields TopShelf Bulk,,1/2 oz,14.0,55.17,110.34,Flower,False
Rainbow Sherbert #11 by Greenfields TopShelf Bulk,,1 oz,28.0,100.31,100.31,Flower,False
Runtz by Greenfields Topshelf Bulk,,1 g,1.0,7.02,196.56,Flower,False
Runtz by Greenfields Topshelf Bulk,,2 g,2.0,14.04,196.56,Flower,False
Runtz by Greenfields Topshelf Bulk,,1/8 oz,3.5,18.06,144.48,Flower,False
Runtz by Greenfields Topshelf Bulk,,1/4 oz,7.0,30.09,120.36000000000001,Flower,False
Runtz by Greenfields Topshelf Bulk,,1/2 oz,14.0,55.17,110.34,Flower,False
Runtz by Greenfields Topshelf Bulk,,1 oz,28.0,100.31,100.31,Flower,False
Sour Spritzer by Greenfields TopShelf Bulk,,1 g,1.0,7.02,196.56,Flower,False
Sour Spritzer by Greenfields TopShelf Bulk,,2 g,2.0,14.04,196.56,Flower,False
Sour Spritzer by Greenfields TopShelf Bulk,,1/8 oz,3.5,18.06,144.48,Flower,False
Sour Spritzer by Greenfields TopShelf Bulk,,1/4 oz,7.0,30.09,120.36000000000001,Flower,False
Sour Spritzer by Greenfields TopShelf Bulk,,1/2 oz,14.0,55.17,110.34,Flower,False
Sour Spritzer by Greenfields TopShelf Bulk,,1 oz,28.0,100.31,100.31,Flower,False
Speakeasy by Greenfields Topshelf Bulk,,1 g,1.0,7.02,196.56,Flower,False
Speakeasy by Greenfields Topshelf Bulk,,2 g,2.0,14.04,196.56,Flower,False
Speakeasy by Greenfields Topshelf Bulk,,1/8 oz,3.5,18.06,144.48,Flower,False
Speakeasy by Greenfields Topshelf Bulk,,1/4 oz,7.0,30.09,120.36000000000001,Flower,False
Speakeasy by Greenfields Topshelf Bulk,,1/2 oz,14.0,55.17,110.34,Flower,False
Speakeasy by Greenfields Topshelf Bulk,,1 oz,28.0,100.31,100.31,Flower,False
Strawnana by Greenfields Topshelf Bulk,,1 g,1.0,7.02,196.56,Flower,False
Strawnana by Greenfields Topshelf Bulk,,2 g,2.0,14.04,196.56,Flower,False
Strawnana by Greenfields Topshelf Bulk,,1/8 oz,3.5,18.06,144.48,Flower,False
Strawnana by Greenfields Topshelf Bulk,,1/4 oz,7.0,30.09,120.36000000000001,Flower,False
Strawnana by Greenfields Topshelf Bulk,,1/2 oz,14.0,55.17,110.34,Flower,False
Strawnana by Greenfields Topshelf Bulk,,1 oz,28.0,100.31,100.31,Flower,False
Sub Zero by Greenfields TopShelf Bulk,,1 g,1.0,7.02,196.56,Flower,False
Sub Zero by Greenfields TopShelf Bulk,,2 g,2.0,14.04,196.56,Flower,False
Sub Zero by Greenfields TopShelf Bulk,,1/8 oz,3.5,18.06,144.48,Flower,False
Sub Zero by Greenfields TopShelf Bulk,,1/4 oz,7.0,30.09,120.36000000000001,Flower,False
Sub Zero by Greenfields TopShelf Bulk,,1/2 oz,14.0,55.17,110.34,Flower,False
Sub Zero by Greenfields TopShelf Bulk,,1 oz,28.0,100.31,100.31,Flower,False
Super Lemon Haze by Greenfields Topshelf Bulk,,1 g,1.0,7.02,196.56,Flower,False
Super Lemon Haze by Greenfields Topshelf Bulk,,2 g,2.0,14.04,196.56,Flower,False
Super Lemon Haze by Greenfields Topshelf Bulk,,1/8 oz,3.5,18.06,144.48,Flower,False
Super Lemon Haze by Greenfields Topshelf Bulk,,1/4 oz,7.0,30.09,120.36000000000001,Flower,False
Super Lemon Haze by Greenfields Topshelf Bulk,,1/2 oz,14.0,55.17,110.34,Flower,False
Super Lemon Haze by Greenfields Topshelf Bulk,,1 oz,28.0,100.31,100.31,Flower,False
Z by Greenfields Topshelf Bulk,,1 g,1.0,7.02,196.56,Flower,False
Z by Greenfields Topshelf Bulk,,2 g,2.0,14.04,196.56,Flower,False
Z by Greenfields Topshelf Bulk,,1/8 oz,3.5,18.06,144.48,Flower,False
Z by Greenfields Topshelf Bulk,,1/4 oz,7.0,30.09,120.36000000000001,Flower,False
Z by Greenfields Topshelf Bulk,,1/2 oz,14.0,55.17,110.34,Flower,False
Z by Greenfields Topshelf Bulk,,1 oz,28.0,100.31,100.31,Flower,False
Z Cake by Cherry TopShelf Bulk,,1 g,1.0,7.02,196.56,Flower,False
Z Cake by Cherry TopShelf Bulk,,2 g,2.0,14.04,196.56,Flower,False
Z Cake by Cherry TopShelf Bulk,,1/8 oz,3.5,18.06,144.48,Flower,False
Z Cake by Cherry TopShelf Bulk,,1/4 oz,7.0,30.09,120.36000000000001,Flower,False
Z Cake by Cherry TopShelf Bulk,,1/2 oz,14.0,55.17,110.34,Flower,False
Z Cake by Cherry TopShelf Bulk,,1 oz,28.0,100.31,100.31,Flower,False
Strawnana by Greenfields Topshelf Pre-Packed 1/2 oz,,1/2 oz,14.0,42.0,84.0,Flower,False
